,DISEASE/TRAIT,CHR_ID,CHR_POS,CONTEXT,INTERGENIC
75089,Blood protein levels,19,53822958,intron_variant,0.0
75090,Blood protein levels,19,53822958,intron_variant,0.0
75091,Blood protein levels,19,53822958,intron_variant,0.0
75092,Blood protein levels,19,53822958,intron_variant,0.0
75093,Blood protein levels,19,53822958,intron_variant,0.0
75094,Blood protein levels,19,53822958,intron_variant,0.0
75095,Blood protein levels,19,53822958,intron_variant,0.0
75096,Blood protein levels,19,53822958,intron_variant,0.0
75097,Blood protein levels,19,53822958,intron_variant,0.0
75098,Blood protein levels,19,53822958,intron_variant,0.0
75099,Blood protein levels,19,53822958,intron_variant,0.0
75100,Blood protein levels,19,53822958,intron_variant,0.0
75101,Blood protein levels,19,53822958,intron_variant,0.0
75102,Blood protein levels,19,53822958,intron_variant,0.0
75103,Blood protein levels,19,53822958,intron_variant,0.0
75104,Blood protein levels,19,53822958,intron_variant,0.0
75105,Blood protein levels,19,53822958,intron_variant,0.0
75106,Blood protein levels,19,53822958,intron_variant,0.0
75107,Blood protein levels,19,53822958,intron_variant,0.0
75108,Blood protein levels,19,53822958,intron_variant,0.0
75109,Blood protein levels,19,53822958,intron_variant,0.0
75110,Blood protein levels,19,53822958,intron_variant,0.0
75111,Blood protein levels,19,53822958,intron_variant,0.0
75112,Blood protein levels,19,53822958,intron_variant,0.0
75113,Blood protein levels,19,53822958,intron_variant,0.0
75114,Blood protein levels,19,53822958,intron_variant,0.0
75115,Blood protein levels,19,53822958,intron_variant,0.0
75116,Blood protein levels,19,53822958,intron_variant,0.0
75117,Blood protein levels,19,53822958,intron_variant,0.0
75118,Blood protein levels,19,53822958,intron_variant,0.0
75119,Blood protein levels,19,53822958,intron_variant,0.0
75120,Blood protein levels,19,53822958,intron_variant,0.0
75121,Blood protein levels,19,53822958,intron_variant,0.0
75122,Blood protein levels,19,53822958,intron_variant,0.0
75123,Blood protein levels,19,53822958,intron_variant,0.0
75124,Blood protein levels,19,53822958,intron_variant,0.0
75125,Blood protein levels,19,53822958,intron_variant,0.0
75126,Blood protein levels,19,53822958,intron_variant,0.0
75127,Blood protein levels,19,53822958,intron_variant,0.0
75128,Blood protein levels,19,53822958,intron_variant,0.0
75129,Blood protein levels,19,53822958,intron_variant,0.0
75130,Blood protein levels,19,53822958,intron_variant,0.0
75131,Blood protein levels,19,53822958,intron_variant,0.0
75132,Blood protein levels,19,53822958,intron_variant,0.0
75133,Blood protein levels,2,134208991,intron_variant,0.0
75134,Blood protein levels,20,62357369,intron_variant,0.0
75135,Blood protein levels,20,63715837,intron_variant,0.0
75136,Blood protein levels,3,9996419,intron_variant,0.0
75139,Blood protein levels,5,96393270,missense_variant,0.0
75140,Blood protein levels,5,39327786,intron_variant,0.0
75141,Blood protein levels,5,39345204,intron_variant,0.0
75144,Blood protein levels,6,46866317,intron_variant,0.0
75145,Blood protein levels,1,109275684,3_prime_UTR_variant,0.0
75146,Blood protein levels,6,160073377,missense_variant,0.0
75157,Blood protein levels,12,103864302,intron_variant,0.0
75158,Blood protein levels,19,54825728,coding_sequence_variant,0.0
75159,Blood protein levels,2,233768740,intron_variant,0.0
75160,Blood protein levels,2,182864785,intron_variant,0.0
75161,Blood protein levels,2,241079873,intron_variant,0.0
75162,Blood protein levels,3,46463776,intron_variant,0.0
75163,Blood protein levels,3,46463776,intron_variant,0.0
75164,Blood protein levels,3,190628271,intron_variant,0.0
75165,Blood protein levels,3,53843122,intron_variant,0.0
75166,Blood protein levels,6,31304484,intron_variant,0.0
75169,Blood protein levels,8,74004849,missense_variant,0.0
75170,Blood protein levels,10,75101922,missense_variant,0.0
75171,Blood protein levels,12,7094298,intron_variant,0.0
75172,Blood protein levels,19,54813180,synonymous_variant,0.0
75173,Blood protein levels,17,28391158,intron_variant,0.0
75174,Blood protein levels,19,43372162,intergenic_variant,0.0
75175,Blood protein levels,19,845535,intron_variant,0.0
75176,Blood protein levels,21,32496173,intron_variant,0.0
75177,Blood protein levels,22,17107085,intron_variant,0.0
75181,Blood protein levels,10,88673588,missense_variant,0.0
75182,Blood protein levels,19,54813405,splice_region_variant,0.0
75183,Blood protein levels,7,95308134,missense_variant,0.0
75184,Blood protein levels,1,170657812,intergenic_variant,0.0
75185,Blood protein levels,14,106424816,intergenic_variant,0.0
75186,Blood protein levels,1,161671594,synonymous_variant,0.0
75187,Blood protein levels,1,204979531,synonymous_variant,0.0
75189,Blood protein levels,1,22735058,intron_variant,0.0
75190,Blood protein levels,1,22735058,intron_variant,0.0
75191,Blood protein levels,1,196706731,intron_variant,0.0
75192,Blood protein levels,11,116837697,5_prime_UTR_variant,0.0
75193,Blood protein levels,19,41432779,non_coding_transcript_exon_variant,0.0
75194,Blood protein levels,20,2800117,intron_variant,0.0
75196,Blood protein levels,2,113074735,missense_variant,0.0
75199,Blood protein levels,3,46576229,intron_variant,0.0
75200,Blood protein levels,3,49649249,intron_variant,0.0
75201,Blood protein levels,3,57108631,intron_variant,0.0
75202,Blood protein levels,3,52786965,missense_variant,0.0
75203,Blood protein levels,3,52786965,missense_variant,0.0
75204,Blood protein levels,3,142934838,intron_variant,0.0
75205,Blood protein levels,1,196852250,intron_variant,0.0
75207,Blood protein levels,19,48702851,intron_variant,0.0
75208,Blood protein levels,19,48702851,intron_variant,0.0
75209,Blood protein levels,19,48702851,intron_variant,0.0
75210,Blood protein levels,3,3765908,intron_variant,0.0
75211,Blood protein levels,11,126369249,intron_variant,0.0
75212,Blood protein levels,2,224015781,intron_variant,0.0
75218,Blood protein levels,19,48703205,synonymous_variant,0.0
75219,Blood protein levels,19,48703205,synonymous_variant,0.0
75220,Blood protein levels,19,48703205,synonymous_variant,0.0
75224,Blood protein levels,1,56931409,intron_variant,0.0
75225,Blood protein levels,5,157103138,intron_variant,0.0
75228,Blood protein levels,5,157039767,intron_variant,0.0
75229,Blood protein levels,6,73794007,intron_variant,0.0
75232,Blood protein levels,9,135576113,intron_variant,0.0
75233,Blood protein levels,8,105569300,intron_variant,0.0
75234,Blood protein levels,8,105569300,intron_variant,0.0
75235,Blood protein levels,8,105569300,intron_variant,0.0
75236,Blood protein levels,8,105569300,intron_variant,0.0
75237,Blood protein levels,8,105569300,intron_variant,0.0
75238,Blood protein levels,8,105569300,intron_variant,0.0
75239,Blood protein levels,8,105569300,intron_variant,0.0
75240,Blood protein levels,8,105569300,intron_variant,0.0
75241,Blood protein levels,8,105569300,intron_variant,0.0
75242,Blood protein levels,8,105569300,intron_variant,0.0
75243,Blood protein levels,8,105569300,intron_variant,0.0
75244,Blood protein levels,8,105569300,intron_variant,0.0
75245,Blood protein levels,8,105569300,intron_variant,0.0
75246,Blood protein levels,8,105569300,intron_variant,0.0
75247,Blood protein levels,8,105569300,intron_variant,0.0
75248,Blood protein levels,8,105569300,intron_variant,0.0
75249,Blood protein levels,8,105569300,intron_variant,0.0
75250,Blood protein levels,8,105569300,intron_variant,0.0
75251,Blood protein levels,8,105569300,intron_variant,0.0
75252,Blood protein levels,8,105569300,intron_variant,0.0
75253,Blood protein levels,8,105569300,intron_variant,0.0
75254,Blood protein levels,8,105569300,intron_variant,0.0
75255,Blood protein levels,8,105569300,intron_variant,0.0
75256,Blood protein levels,8,39923925,non_coding_transcript_exon_variant,0.0
75259,Blood protein levels,9,33113324,3_prime_UTR_variant,0.0
75260,Blood protein levels,1,230281918,3_prime_UTR_variant,0.0
75261,Blood protein levels,17,28367840,missense_variant,0.0
75262,Blood protein levels,17,28367840,missense_variant,0.0
75263,Blood protein levels,17,28367840,missense_variant,0.0
75264,Blood protein levels,17,28367840,missense_variant,0.0
75265,Blood protein levels,17,28367840,missense_variant,0.0
75266,Blood protein levels,17,28367840,missense_variant,0.0
75267,Blood protein levels,17,28367840,missense_variant,0.0
75268,Blood protein levels,17,28367840,missense_variant,0.0
75269,Blood protein levels,17,28367840,missense_variant,0.0
75270,Blood protein levels,17,28367840,missense_variant,0.0
75271,Blood protein levels,17,28367840,missense_variant,0.0
75272,Blood protein levels,17,28367840,missense_variant,0.0
75273,Blood protein levels,17,28367840,missense_variant,0.0
75274,Blood protein levels,17,28367840,missense_variant,0.0
75275,Blood protein levels,17,28367840,missense_variant,0.0
75276,Blood protein levels,17,28367840,missense_variant,0.0
75277,Blood protein levels,17,28367840,missense_variant,0.0
75278,Blood protein levels,17,28367840,missense_variant,0.0
75279,Blood protein levels,17,28367840,missense_variant,0.0
75280,Blood protein levels,17,28367840,missense_variant,0.0
75281,Blood protein levels,17,28367840,missense_variant,0.0
75282,Blood protein levels,17,28367840,missense_variant,0.0
75283,Blood protein levels,17,28367840,missense_variant,0.0
75284,Blood protein levels,17,28367840,missense_variant,0.0
75285,Blood protein levels,17,28367840,missense_variant,0.0
75286,Blood protein levels,17,28367840,missense_variant,0.0
75287,Blood protein levels,17,28367840,missense_variant,0.0
75288,Blood protein levels,17,28367840,missense_variant,0.0
75289,Blood protein levels,17,28367840,missense_variant,0.0
75290,Blood protein levels,17,28367840,missense_variant,0.0
75291,Blood protein levels,17,28367840,missense_variant,0.0
75292,Blood protein levels,17,28367840,missense_variant,0.0
75293,Blood protein levels,17,28367840,missense_variant,0.0
75294,Blood protein levels,17,28367840,missense_variant,0.0
75295,Blood protein levels,17,28367840,missense_variant,0.0
75296,Blood protein levels,17,28367840,missense_variant,0.0
75297,Blood protein levels,17,28367840,missense_variant,0.0
75298,Blood protein levels,17,28367840,missense_variant,0.0
75299,Blood protein levels,17,28367840,missense_variant,0.0
75300,Blood protein levels,17,28367840,missense_variant,0.0
75301,Blood protein levels,17,28367840,missense_variant,0.0
75302,Blood protein levels,17,28367840,missense_variant,0.0
75303,Blood protein levels,17,28367840,missense_variant,0.0
75304,Blood protein levels,17,28367840,missense_variant,0.0
75305,Blood protein levels,17,28367840,missense_variant,0.0
75306,Blood protein levels,17,28367840,missense_variant,0.0
75307,Blood protein levels,17,28367840,missense_variant,0.0
75308,Blood protein levels,17,28367840,missense_variant,0.0
75309,Blood protein levels,17,28367840,missense_variant,0.0
75310,Blood protein levels,17,28367840,missense_variant,0.0
75311,Blood protein levels,17,28367840,missense_variant,0.0
75312,Blood protein levels,17,28367840,missense_variant,0.0
75313,Blood protein levels,17,28367840,missense_variant,0.0
75314,Blood protein levels,17,28367840,missense_variant,0.0
75315,Blood protein levels,17,28367840,missense_variant,0.0
75316,Blood protein levels,17,28367840,missense_variant,0.0
75317,Blood protein levels,17,28367840,missense_variant,0.0
75318,Blood protein levels,17,28367840,missense_variant,0.0
75319,Blood protein levels,17,28367840,missense_variant,0.0
75320,Blood protein levels,17,28367840,missense_variant,0.0
75321,Blood protein levels,17,28367840,missense_variant,0.0
75322,Blood protein levels,17,28367840,missense_variant,0.0
75323,Blood protein levels,17,28367840,missense_variant,0.0
75324,Blood protein levels,17,28367840,missense_variant,0.0
75325,Blood protein levels,17,28367840,missense_variant,0.0
75326,Blood protein levels,17,28367840,missense_variant,0.0
75327,Blood protein levels,17,28367840,missense_variant,0.0
75328,Blood protein levels,17,28367840,missense_variant,0.0
75329,Blood protein levels,17,28367840,missense_variant,0.0
75330,Blood protein levels,17,28367840,missense_variant,0.0
75331,Blood protein levels,17,28367840,missense_variant,0.0
75332,Blood protein levels,17,28367840,missense_variant,0.0
75333,Blood protein levels,17,28367840,missense_variant,0.0
75334,Blood protein levels,17,28367840,missense_variant,0.0
75335,Blood protein levels,17,28367840,missense_variant,0.0
75336,Blood protein levels,17,28367840,missense_variant,0.0
75337,Blood protein levels,17,28367840,missense_variant,0.0
75338,Blood protein levels,17,28367840,missense_variant,0.0
75339,Blood protein levels,17,28367840,missense_variant,0.0
75340,Blood protein levels,17,28367840,missense_variant,0.0
75341,Blood protein levels,17,28367840,missense_variant,0.0
75342,Blood protein levels,17,28367840,missense_variant,0.0
75343,Blood protein levels,17,28367840,missense_variant,0.0
75344,Blood protein levels,17,28367840,missense_variant,0.0
75345,Blood protein levels,17,28367840,missense_variant,0.0
75346,Blood protein levels,17,28367840,missense_variant,0.0
75347,Blood protein levels,17,28367840,missense_variant,0.0
75348,Blood protein levels,17,28367840,missense_variant,0.0
75349,Blood protein levels,17,28367840,missense_variant,0.0
75350,Blood protein levels,17,28367840,missense_variant,0.0
75351,Blood protein levels,17,28367840,missense_variant,0.0
75352,Blood protein levels,17,28367840,missense_variant,0.0
75353,Blood protein levels,17,28367840,missense_variant,0.0
75354,Blood protein levels,17,28367840,missense_variant,0.0
75355,Blood protein levels,17,28367840,missense_variant,0.0
75356,Blood protein levels,17,28367840,missense_variant,0.0
75357,Blood protein levels,17,28367840,missense_variant,0.0
75358,Blood protein levels,17,28367840,missense_variant,0.0
75359,Blood protein levels,17,28367840,missense_variant,0.0
75360,Blood protein levels,17,28367840,missense_variant,0.0
75361,Blood protein levels,17,28367840,missense_variant,0.0
75362,Blood protein levels,17,28367840,missense_variant,0.0
75363,Blood protein levels,17,28367840,missense_variant,0.0
75364,Blood protein levels,17,28367840,missense_variant,0.0
75365,Blood protein levels,17,28367840,missense_variant,0.0
75366,Blood protein levels,17,28367840,missense_variant,0.0
75367,Blood protein levels,17,28367840,missense_variant,0.0
75368,Blood protein levels,17,28367840,missense_variant,0.0
75369,Blood protein levels,17,28367840,missense_variant,0.0
75370,Blood protein levels,17,28367840,missense_variant,0.0
75371,Blood protein levels,17,28367840,missense_variant,0.0
75372,Blood protein levels,17,28367840,missense_variant,0.0
75373,Blood protein levels,17,28367840,missense_variant,0.0
75374,Blood protein levels,17,28367840,missense_variant,0.0
75375,Blood protein levels,17,28367840,missense_variant,0.0
75376,Blood protein levels,17,28367840,missense_variant,0.0
75377,Blood protein levels,4,71752617,missense_variant,0.0
75380,Blood protein levels,10,63288546,intron_variant,0.0
75381,Blood protein levels,10,113588287,missense_variant,0.0
75382,Blood protein levels,10,113588287,missense_variant,0.0
75383,Blood protein levels,10,113588287,missense_variant,0.0
75384,Blood protein levels,17,28361641,3_prime_UTR_variant,0.0
75391,Blood protein levels,17,36065520,intron_variant,0.0
75392,Blood protein levels,17,35999179,intron_variant,0.0
75395,Blood protein levels,14,105726466,intergenic_variant,0.0
75396,Blood protein levels,14,105726466,intergenic_variant,0.0
75397,Blood protein levels,14,105726466,intergenic_variant,0.0
75398,Blood protein levels,14,105782062,intergenic_variant,0.0
75399,Blood protein levels,14,100671047,intron_variant,0.0
75400,Blood protein levels,9,133433011,intron_variant,0.0
75401,Blood protein levels,14,105729382,intergenic_variant,0.0
75402,Blood protein levels,14,70006095,intron_variant,0.0
75403,Blood protein levels,15,50072644,intron_variant,0.0
75406,Blood protein levels,4,186239894,intron_variant,0.0
75407,Blood protein levels,4,186239894,intron_variant,0.0
75408,Blood protein levels,4,186239894,intron_variant,0.0
75409,Blood protein levels,15,79919349,intron_variant,0.0
75410,Blood protein levels,6,159974255,intron_variant,0.0
75411,Blood protein levels,17,28376663,intron_variant,0.0
75412,Blood protein levels,17,66168441,intron_variant,0.0
75413,Blood protein levels,17,50838798,intron_variant,0.0
75415,Blood protein levels,19,51810615,intron_variant,0.0
75416,Blood protein levels,19,51810615,intron_variant,0.0
75417,Blood protein levels,19,5823233,intergenic_variant,0.0
75420,Blood protein levels,19,43216788,intron_variant,0.0
75422,Blood protein levels,3,46444282,intron_variant,0.0
75423,Blood protein levels,1,8948040,intron_variant,0.0
75424,Blood protein levels,1,25257119,intron_variant,0.0
75426,Blood protein levels,1,45585381,intron_variant,0.0
75428,Blood protein levels,1,169512493,3_prime_UTR_variant,0.0
75429,Blood protein levels,1,169512493,3_prime_UTR_variant,0.0
75430,Blood protein levels,1,169512493,3_prime_UTR_variant,0.0
75431,Blood protein levels,1,159035061,intron_variant,0.0
75432,Blood protein levels,14,105732642,intergenic_variant,0.0
75433,Blood protein levels,1,196334759,intron_variant,0.0
75434,Blood protein levels,1,196334759,intron_variant,0.0
75436,Blood protein levels,9,133434600,intron_variant,0.0
75437,Blood protein levels,16,84868877,missense_variant,0.0
75439,Blood protein levels,17,9083080,intron_variant,0.0
75440,Blood protein levels,17,35985545,5_prime_UTR_variant,0.0
75444,Blood protein levels,3,98790861,intron_variant,0.0
75447,Blood protein levels,12,552490,missense_variant,0.0
75448,Blood protein levels,12,552490,missense_variant,0.0
75449,Blood protein levels,12,48020275,intron_variant,0.0
75450,Blood protein levels,6,169224805,intron_variant,0.0
75451,Blood protein levels,19,51612691,intron_variant,0.0
75452,Blood protein levels,19,51612691,intron_variant,0.0
75456,Blood protein levels,19,54279838,missense_variant,0.0
75457,Blood protein levels,19,54877576,intron_variant,0.0
75459,Blood protein levels,3,49795355,missense_variant,0.0
75462,Blood protein levels,12,129074876,missense_variant,0.0
75464,Blood protein levels,3,169476456,intron_variant,0.0
75465,Blood protein levels,4,15713139,intron_variant,0.0
75466,Blood protein levels,21,41349942,intron_variant,0.0
75467,Blood protein levels,14,94516256,intron_variant,0.0
75468,Blood protein levels,14,94235796,intron_variant,0.0
75469,Blood protein levels,5,179805064,non_coding_transcript_exon_variant,0.0
75471,Blood protein levels,9,134887761,intergenic_variant,0.0
75472,Blood protein levels,7,73670486,intron_variant,0.0
75473,Blood protein levels,5,96820969,intron_variant,0.0
75475,Blood protein levels,22,22213623,intron_variant,0.0
75477,Blood protein levels,14,105733666,intergenic_variant,0.0
75478,Blood protein levels,14,105733666,intergenic_variant,0.0
75479,Blood protein levels,14,105733666,intergenic_variant,0.0
75480,Blood protein levels,19,44908822,missense_variant,0.0
75481,Blood protein levels,19,44908822,missense_variant,0.0
75482,Blood protein levels,19,44908822,missense_variant,0.0
75483,Blood protein levels,19,44908822,missense_variant,0.0
75484,Blood protein levels,19,44908822,missense_variant,0.0
75485,Blood protein levels,19,44908822,missense_variant,0.0
75486,Blood protein levels,19,44908822,missense_variant,0.0
75487,Blood protein levels,19,44908822,missense_variant,0.0
75488,Blood protein levels,19,44908822,missense_variant,0.0
75489,Blood protein levels,19,44908822,missense_variant,0.0
75490,Blood protein levels,19,44908822,missense_variant,0.0
75491,Blood protein levels,19,44908822,missense_variant,0.0
75492,Blood protein levels,19,44908822,missense_variant,0.0
75493,Blood protein levels,1,247559286,intron_variant,0.0
75494,Blood protein levels,4,109735574,intron_variant,0.0
75496,Blood protein levels,5,40972109,intron_variant,0.0
75497,Blood protein levels,5,40972109,intron_variant,0.0
75498,Blood protein levels,5,40972109,intron_variant,0.0
75499,Blood protein levels,5,40972109,intron_variant,0.0
75500,Blood protein levels,5,40972109,intron_variant,0.0
75501,Blood protein levels,5,40972109,intron_variant,0.0
75502,Blood protein levels,5,40972109,intron_variant,0.0
75503,Blood protein levels,5,40972109,intron_variant,0.0
75504,Blood protein levels,5,40972109,intron_variant,0.0
75505,Blood protein levels,5,40972109,intron_variant,0.0
75506,Blood protein levels,5,40972109,intron_variant,0.0
75507,Blood protein levels,5,40972109,intron_variant,0.0
75508,Blood protein levels,5,40972109,intron_variant,0.0
75509,Blood protein levels,5,40972109,intron_variant,0.0
75510,Blood protein levels,5,40972109,intron_variant,0.0
75511,Blood protein levels,5,40972109,intron_variant,0.0
75512,Blood protein levels,5,40972109,intron_variant,0.0
75513,Blood protein levels,5,40972109,intron_variant,0.0
75514,Blood protein levels,5,40972109,intron_variant,0.0
75515,Blood protein levels,5,40972109,intron_variant,0.0
75516,Blood protein levels,5,40972109,intron_variant,0.0
75517,Blood protein levels,5,40972109,intron_variant,0.0
75518,Blood protein levels,5,40972109,intron_variant,0.0
75519,Blood protein levels,5,40972109,intron_variant,0.0
75520,Blood protein levels,5,40972109,intron_variant,0.0
75521,Blood protein levels,5,40972109,intron_variant,0.0
75522,Blood protein levels,5,40972109,intron_variant,0.0
75523,Blood protein levels,5,40972109,intron_variant,0.0
75524,Blood protein levels,5,40972109,intron_variant,0.0
75525,Blood protein levels,5,40972109,intron_variant,0.0
75526,Blood protein levels,5,40972109,intron_variant,0.0
75527,Blood protein levels,5,40972109,intron_variant,0.0
75528,Blood protein levels,5,40972109,intron_variant,0.0
75529,Blood protein levels,5,40972109,intron_variant,0.0
75530,Blood protein levels,5,40972109,intron_variant,0.0
75531,Blood protein levels,5,40972109,intron_variant,0.0
75532,Blood protein levels,5,40972109,intron_variant,0.0
75533,Blood protein levels,5,40972109,intron_variant,0.0
75534,Blood protein levels,5,40972109,intron_variant,0.0
75535,Blood protein levels,5,40972109,intron_variant,0.0
75536,Blood protein levels,5,40972109,intron_variant,0.0
75537,Blood protein levels,5,40972109,intron_variant,0.0
75538,Blood protein levels,5,40972109,intron_variant,0.0
75539,Blood protein levels,5,40972109,intron_variant,0.0
75540,Blood protein levels,5,40972109,intron_variant,0.0
75541,Blood protein levels,5,40972109,intron_variant,0.0
75542,Blood protein levels,5,40972109,intron_variant,0.0
75543,Blood protein levels,5,40972109,intron_variant,0.0
75544,Blood protein levels,5,40972109,intron_variant,0.0
75545,Blood protein levels,5,40972109,intron_variant,0.0
75546,Blood protein levels,5,40972109,intron_variant,0.0
75547,Blood protein levels,5,40972109,intron_variant,0.0
75548,Blood protein levels,5,40972109,intron_variant,0.0
75549,Blood protein levels,5,40972109,intron_variant,0.0
75550,Blood protein levels,5,40972109,intron_variant,0.0
75551,Blood protein levels,5,40972109,intron_variant,0.0
75552,Blood protein levels,5,40972109,intron_variant,0.0
75558,Blood protein levels,19,51001552,5_prime_UTR_variant,0.0
75559,Blood protein levels,19,51001552,5_prime_UTR_variant,0.0
75560,Blood protein levels,3,48564341,3_prime_UTR_variant,0.0
75561,Blood protein levels,19,51611832,intergenic_variant,0.0
75562,Blood protein levels,19,51611832,intergenic_variant,0.0
75563,Blood protein levels,12,926876,missense_variant,0.0
75564,Blood protein levels,11,108486410,missense_variant,0.0
75565,Blood protein levels,19,8056212,missense_variant,0.0
75568,Blood protein levels,1,167546035,intron_variant,0.0
75569,Blood protein levels,1,196856157,intron_variant,0.0
75570,Blood protein levels,3,119402832,intron_variant,0.0
75573,Blood protein levels,18,47214692,intron_variant,0.0
75575,Blood protein levels,19,49013883,intron_variant,0.0
75576,Blood protein levels,1,40094014,missense_variant,0.0
75577,Blood protein levels,1,103524734,intron_variant,0.0
75578,Blood protein levels,1,196698122,intron_variant,0.0
75579,Blood protein levels,1,196698122,intron_variant,0.0
75580,Blood protein levels,1,196698122,intron_variant,0.0
75581,Blood protein levels,19,10286554,3_prime_UTR_variant,0.0
75582,Blood protein levels,1,230117659,intron_variant,0.0
75583,Blood protein levels,14,106018120,intergenic_variant,0.0
75584,Blood protein levels,2,102000742,intron_variant,0.0
75590,Blood protein levels,3,10037011,intron_variant,0.0
75593,Blood protein levels,20,32227952,intron_variant,0.0
75594,Blood protein levels,3,186675997,intron_variant,0.0
75595,Blood protein levels,3,186675997,intron_variant,0.0
75598,Blood protein levels,3,186675758,intron_variant,0.0
75599,Blood protein levels,9,134887405,missense_variant,0.0
75600,Blood protein levels,3,9940050,intron_variant,0.0
75605,Blood protein levels,9,110514390,intron_variant,0.0
75606,Blood protein levels,15,65620544,intron_variant,0.0
75608,Blood protein levels,19,54809237,coding_sequence_variant,0.0
75609,Blood protein levels,20,24949895,intron_variant,0.0
75610,Blood protein levels,4,76076108,intron_variant,0.0
75612,Blood protein levels,6,31979197,intron_variant,0.0
75613,Blood protein levels,4,7434974,intron_variant,0.0
75614,Blood protein levels,2,3595166,splice_region_variant,0.0
75615,Blood protein levels,2,3595166,splice_region_variant,0.0
75617,Blood protein levels,16,72045758,intron_variant,0.0
75618,Blood protein levels,14,105769430,missense_variant,0.0
75619,Blood protein levels,22,29080781,intron_variant,0.0
75620,Blood protein levels,3,3109280,intron_variant,0.0
75621,Blood protein levels,6,31303790,intron_variant,0.0
75622,Blood protein levels,17,69085137,missense_variant,0.0
75623,Blood protein levels,17,69085137,missense_variant,0.0
75624,Blood protein levels,15,65740788,intron_variant,0.0
75625,Blood protein levels,12,101825789,intron_variant,0.0
75626,Blood protein levels,1,116969182,intron_variant,0.0
75627,Blood protein levels,7,7230381,intron_variant,0.0
75629,Blood protein levels,5,95682148,intron_variant,0.0
75630,Blood protein levels,7,142854785,TF_binding_site_variant,0.0
75631,Blood protein levels,16,69684209,intron_variant,0.0
75632,Blood protein levels,4,75910805,intergenic_variant,0.0
75633,Blood protein levels,7,23095291,intergenic_variant,0.0
75634,Blood protein levels,7,23095291,intergenic_variant,0.0
75635,Blood protein levels,5,103003035,missense_variant,0.0
75636,Blood protein levels,1,56965578,intron_variant,0.0
75637,Blood protein levels,19,43396545,intergenic_variant,0.0
75638,Blood protein levels,9,5557708,missense_variant,0.0
75639,Blood protein levels,11,113261790,intron_variant,0.0
75640,Blood protein levels,17,75144846,intron_variant,0.0
75641,Blood protein levels,19,43362297,missense_variant,0.0
75642,Blood protein levels,14,106012954,intergenic_variant,0.0
75643,Blood protein levels,4,3494956,intron_variant,0.0
75644,Blood protein levels,15,78938663,intron_variant,0.0
75646,Blood protein levels,10,63541965,intron_variant,0.0
75648,Blood protein levels,19,11587844,intron_variant,0.0
75649,Blood protein levels,9,92536867,intron_variant,0.0
75651,Blood protein levels,10,7658746,intron_variant,0.0
75652,Blood protein levels,10,89009208,intron_variant,0.0
75653,Blood protein levels,10,89009208,intron_variant,0.0
75654,Blood protein levels,19,50967827,intron_variant,0.0
75655,Blood protein levels,19,44942260,5_prime_UTR_variant,0.0
75656,Blood protein levels,19,44942260,5_prime_UTR_variant,0.0
75657,Blood protein levels,19,44942260,5_prime_UTR_variant,0.0
75658,Blood protein levels,19,44942260,5_prime_UTR_variant,0.0
75659,Blood protein levels,11,104160870,intron_variant,0.0
75660,Blood protein levels,11,73417458,intron_variant,0.0
75661,Blood protein levels,12,42089176,intron_variant,0.0
75662,Blood protein levels,12,101827005,intron_variant,0.0
75663,Blood protein levels,12,101827005,intron_variant,0.0
75664,Blood protein levels,12,101827005,intron_variant,0.0
75665,Blood protein levels,12,101827005,intron_variant,0.0
75666,Blood protein levels,14,30628051,intron_variant,0.0
75667,Blood protein levels,12,57376315,intron_variant,0.0
75668,Blood protein levels,2,277003,missense_variant,0.0
75669,Blood protein levels,19,49014074,intron_variant,0.0
75671,Blood protein levels,14,105904579,intergenic_variant,0.0
75672,Blood protein levels,6,25857692,intron_variant,0.0
75675,Blood protein levels,14,106686361,intergenic_variant,0.0
75676,Blood protein levels,14,105728124,regulatory_region_variant,0.0
75677,Blood protein levels,14,105728124,regulatory_region_variant,0.0
75678,Blood protein levels,14,105728124,regulatory_region_variant,0.0
75679,Blood protein levels,14,105728124,regulatory_region_variant,0.0
75680,Blood protein levels,14,105728124,regulatory_region_variant,0.0
75681,Blood protein levels,10,7724618,intron_variant,0.0
75682,Blood protein levels,17,36013285,stop_lost,0.0
75683,Blood protein levels,17,36013285,stop_lost,0.0
75684,Blood protein levels,6,95561622,intergenic_variant,0.0
75685,Blood protein levels,16,67277864,5_prime_UTR_variant,0.0
75686,Blood protein levels,16,75221319,intron_variant,0.0
75688,Blood protein levels,16,57384813,3_prime_UTR_variant,0.0
75689,Blood protein levels,19,46027131,intergenic_variant,0.0
75690,Blood protein levels,19,15475078,intron_variant,0.0
75691,Blood protein levels,6,32115398,3_prime_UTR_variant,0.0
75692,Blood protein levels,19,6706287,intron_variant,0.0
75695,Blood protein levels,19,5844638,missense_variant,0.0
75703,Blood protein levels,9,133262254,intron_variant,0.0
75704,Blood protein levels,9,133262254,intron_variant,0.0
75705,Blood protein levels,9,133256028,missense_variant,0.0
75706,Blood protein levels,9,133256028,missense_variant,0.0
75707,Blood protein levels,9,133256028,missense_variant,0.0
75708,Blood protein levels,9,133256028,missense_variant,0.0
75709,Blood protein levels,9,133256028,missense_variant,0.0
75710,Blood protein levels,9,133255935,missense_variant,0.0
75711,Blood protein levels,9,133255928,missense_variant,0.0
75712,Blood protein levels,9,133255928,missense_variant,0.0
